"year","GEOID","rate"
"2008","05075","7.1"
"2009","05075","9.2"
"2010","05075","9.5"
"2011","05075","9.9"
"2012","05075","9.1"
"2013","05075","9"
"2014","05075","7.3"
"2015","05075","6.3"
"2008","05077","8.5"
"2009","05077","9.2"
"2010","05077","8.6"
"2011","05077","9.6"
"2012","05077","9.5"
"2013","05077","9.5"
"2014","05077","7.7"
"2015","05077","6.9"
"2008","05079","8.1"
"2009","05079","9.9"
"2010","05079","9.4"
"2011","05079","9.3"
"2012","05079","8.7"
"2013","05079","8.4"
"2014","05079","7.2"
"2015","05079","6.3"
"2008","05081","3.9"
"2009","05081","6"
"2010","05081","7.7"
"2011","05081","7.8"
"2012","05081","7.3"
"2013","05081","7.7"
"2014","05081","6.6"
"2015","05081","5.7"
"2008","05083","6.5"
"2009","05083","9.2"
"2010","05083","8.6"
"2011","05083","8.8"
"2012","05083","8"
"2013","05083","7.9"
"2014","05083","6.1"
"2015","05083","5.9"
"2008","05085","4.5"
"2009","05085","6.3"
"2010","05085","6.8"
"2011","05085","7"
"2012","05085","6.4"
"2013","05085","6.2"
"2014","05085","5.2"
"2015","05085","4.3"
"2008","05087","4.4"
"2009","05087","6.8"
"2010","05087","7.1"
"2011","05087","6.8"
"2012","05087","5.9"
"2013","05087","5.9"
"2014","05087","4.9"
"2015","05087","3.9"
"2008","05089","6.3"
"2009","05089","11.8"
"2010","05089","10.1"
"2011","05089","9.4"
"2012","05089","8.3"
"2013","05089","7.8"
"2014","05089","6.4"
"2015","05089","5.4"
"2008","05091","4"
"2009","05091","5.6"
"2010","05091","5.8"
"2011","05091","6.4"
"2012","05091","5.9"
"2013","05091","6.5"
"2014","05091","5.9"
"2015","05091","5.2"
"2008","05093","7.7"
"2009","05093","13.9"
"2010","05093","12.5"
"2011","05093","12.1"
"2012","05093","11"
"2013","05093","11.5"
"2014","05093","9.3"
"2015","05093","9.3"
"2008","05095","6.4"
"2009","05095","8.1"
"2010","05095","9.2"
"2011","05095","9.5"
"2012","05095","9.1"
"2013","05095","8.9"
"2014","05095","6.8"
"2015","05095","6.3"
"2008","05097","5.7"
"2009","05097","7.1"
"2010","05097","8.8"
"2011","05097","9.3"
"2012","05097","8.5"
"2013","05097","8.5"
"2014","05097","8.1"
"2015","05097","7"
"2008","05099","6.8"
"2009","05099","9.3"
"2010","05099","10"
"2011","05099","9.5"
"2012","05099","7.8"
"2013","05099","7.8"
"2014","05099","6.1"
"2015","05099","5.2"
"2008","05101","5.7"
"2009","05101","8"
"2010","05101","6.9"
"2011","05101","7.5"
"2012","05101","7.3"
"2013","05101","7"
"2014","05101","5.9"
"2015","05101","5.1"
"2008","05103","6.4"
"2009","05103","8"
"2010","05103","9.6"
"2011","05103","10.5"
"2012","05103","10.5"
"2013","05103","9.8"
"2014","05103","8.1"
"2015","05103","6.6"
"2008","05105","5.6"
"2009","05105","7.9"
"2010","05105","8.9"
"2011","05105","9.3"
"2012","05105","9.1"
"2013","05105","9.5"
"2014","05105","7.8"
"2015","05105","6.3"
"2008","05107","7.2"
"2009","05107","9.5"
"2010","05107","10.5"
"2011","05107","12.1"
"2012","05107","11.6"
"2013","05107","11.5"
"2014","05107","9.7"
"2015","05107","7.9"
"2008","05109","6.1"
"2009","05109","7.7"
"2010","05109","9.1"
"2011","05109","10.1"
"2012","05109","9.1"
"2013","05109","8.9"
"2014","05109","7.4"
"2015","05109","6.2"
"2008","05111","6.4"
"2009","05111","8.9"
"2010","05111","9.3"
"2011","05111","9.6"
"2012","05111","8.7"
"2013","05111","8.6"
"2014","05111","7"
"2015","05111","5.7"
"2008","05113","5.2"
"2009","05113","7.6"
"2010","05113","7.5"
"2011","05113","8.1"
"2012","05113","7.4"
"2013","05113","7.3"
"2014","05113","6.4"
"2015","05113","6"
"2008","05115","4.9"
"2009","05115","7.5"
"2010","05115","7.8"
"2011","05115","7.8"
"2012","05115","7.3"
"2013","05115","7.4"
"2014","05115","6.3"
"2015","05115","5.5"
"2008","05117","5.7"
"2009","05117","7.9"
"2010","05117","9.2"
"2011","05117","8.7"
"2012","05117","7.6"
"2013","05117","7.1"
"2014","05117","5.9"
"2015","05117","4.8"
"2008","05119","4.8"
"2009","05119","6.7"
"2010","05119","7.3"
"2011","05119","7.5"
"2012","05119","6.9"
"2013","05119","6.6"
"2014","05119","5.6"
"2015","05119","4.7"
"2008","05121","8.2"
"2009","05121","9.2"
"2010","05121","10.2"
"2011","05121","11.3"
"2012","05121","10.8"
"2013","05121","9.7"
"2014","05121","8"
"2015","05121","7.4"
"2008","05123","9.4"
"2009","05123","10.4"
"2010","05123","10.6"
"2011","05123","11.1"
"2012","05123","10.8"
"2013","05123","10.5"
"2014","05123","8.8"
"2015","05123","7.5"
"2008","05125","4.5"
"2009","05125","6.6"
"2010","05125","6.7"
"2011","05125","6.7"
"2012","05125","6.1"
"2013","05125","5.9"
"2014","05125","4.9"
"2015","05125","4.2"
"2008","05127","4.8"
"2009","05127","6.8"
"2010","05127","7.1"
"2011","05127","7.1"
"2012","05127","6.7"
"2013","05127","6.4"
"2014","05127","5.1"
"2015","05127","5"
"2008","05129","5.4"
"2009","05129","7.7"
"2010","05129","9.2"
"2011","05129","9.2"
"2012","05129","8.2"
"2013","05129","8.1"
"2014","05129","6.4"
"2015","05129","5.8"
"2008","05131","5"
"2009","05131","7.6"
"2010","05131","8"
"2011","05131","8.7"
"2012","05131","7.9"
"2013","05131","7.5"
"2014","05131","5.8"
"2015","05131","5"
"2008","05133","4.1"
"2009","05133","5.9"
"2010","05133","7"
"2011","05133","9.2"
"2012","05133","8.8"
"2013","05133","8.5"
"2014","05133","7.1"
"2015","05133","6.4"
"2008","05135","7.5"
"2009","05135","9.2"
"2010","05135","9.8"
"2011","05135","10.7"
"2012","05135","10.2"
"2013","05135","9.9"
"2014","05135","8.6"
"2015","05135","7.1"
"2008","05137","6.6"
"2009","05137","8.8"
"2010","05137","7.6"
"2011","05137","8.9"
"2012","05137","8.3"
"2013","05137","8.5"
"2014","05137","7.7"
"2015","05137","6.5"
"2008","06139","6.4"
"2009","06139","10.3"
"2010","06139","11.3"
"2011","06139","10.5"
"2012","06139","9.2"
"2013","06139","8.7"
"2014","06139","7.5"
"2015","06139","6.4"
"2008","06141","6.6"
"2009","06141","10.5"
"2010","06141","11.2"
"2011","06141","11"
"2012","06141","10.1"
"2013","06141","9.8"
"2014","06141","8.2"
"2015","06141","7"
"2008","06143","4.2"
"2009","06143","6.3"
"2010","06143","6.5"
"2011","06143","6.3"
"2012","06143","5.6"
"2013","06143","5.4"
"2014","06143","4.4"
"2015","06143","3.6"
"2008","06145","6"
"2009","06145","8.2"
"2010","06145","8.2"
"2011","06145","8.7"
"2012","06145","7.9"
"2013","06145","7.9"
"2014","06145","7.1"
"2015","06145","6.5"
"2008","06147","8"
"2009","06147","11"
"2010","06147","10.4"
"2011","06147","11"
"2012","06147","10.2"
"2013","06147","9.6"
"2014","06147","7.7"
"2015","06147","6.7"
"2008","06149","4.5"
"2009","06149","8.2"
"2010","06149","8.1"
"2011","06149","7.5"
"2012","06149","6.7"
"2013","06149","6.6"
"2014","06149","5.7"
"2015","06149","5.3"
"2008","06001","6.2"
"2009","06001","10.3"
"2010","06001","10.9"
"2011","06001","10.1"
"2012","06001","8.7"
"2013","06001","7.2"
"2014","06001","5.8"
"2015","06001","4.7"
"2008","06003","10.5"
"2009","06003","14.1"
"2010","06003","12.9"
"2011","06003","12.8"
"2012","06003","11.4"
"2013","06003","9.7"
"2014","06003","8.2"
"2015","06003","7.9"
"2008","06005","7.7"
"2009","06005","11.4"
"2010","06005","14.1"
"2011","06005","13.6"
"2012","06005","12.3"
"2013","06005","10.3"
"2014","06005","8.3"
"2015","06005","6.6"
"2008","06007","8.5"
"2009","06007","12.3"
"2010","06007","13.9"
"2011","06007","13.7"
"2012","06007","12.2"
"2013","06007","10.3"
"2014","06007","8.6"
"2015","06007","7.2"
"2008","06009","8.7"
"2009","06009","13.6"
"2010","06009","14.4"
"2011","06009","14"
"2012","06009","12.4"
"2013","06009","9.9"
"2014","06009","8"
"2015","06009","6.5"
"2008","06011","13.8"
"2009","06011","17.6"
"2010","06011","20.8"
"2011","06011","21.2"
"2012","06011","20.7"
"2013","06011","18.9"
"2014","06011","17.4"
"2015","06011","15.3"
"2008","06013","6.2"
"2009","06013","10"
"2010","06013","11"
"2011","06013","10.3"
"2012","06013","8.9"
"2013","06013","7.5"
"2014","06013","6.2"
"2015","06013","5"
"2008","06015","8.8"
"2009","06015","11.8"
"2010","06015","13.2"
"2011","06015","13.3"
"2012","06015","13.5"
"2013","06015","11.8"
"2014","06015","10.1"
"2015","06015","8.6"
"2008","06017","7"
"2009","06017","10.9"
"2010","06017","12.2"
"2011","06017","11.7"
"2012","06017","10.2"
"2013","06017","8.5"
"2014","06017","7"
"2015","06017","5.7"
"2008","06019","10.6"
"2009","06019","14.7"
"2010","06019","16.7"
"2011","06019","16.5"
"2012","06019","15.1"
"2013","06019","13.3"
"2014","06019","11.6"
"2015","06019","10.2"
"2008","06021","10.5"
"2009","06021","14.1"
"2010","06021","15.4"
"2011","06021","15.5"
"2012","06021","14.2"
"2013","06021","12.1"
"2014","06021","10.6"
"2015","06021","8.7"
"2008","06023","7.3"
"2009","06023","10.7"
"2010","06023","10.6"
"2011","06023","10.6"
"2012","06023","9.6"
"2013","06023","8.1"
"2014","06023","6.7"
"2015","06023","5.6"
"2008","06025","22.6"
"2009","06025","27.4"
"2010","06025","28.8"
"2011","06025","28.9"
"2012","06025","27.4"
"2013","06025","25"
"2014","06025","24"
"2015","06025","24"
"2008","06027","6.6"
"2009","06027","9"
"2010","06027","9.7"
"2011","06027","9.7"
"2012","06027","9.1"
"2013","06027","7.8"
"2014","06027","6.8"
"2015","06027","5.8"
"2008","06029","9.8"
"2009","06029","14.1"
"2010","06029","15.7"
"2011","06029","14.8"
"2012","06029","13.2"
"2013","06029","11.7"
"2014","06029","10.4"
"2015","06029","10.2"
"2008","06031","10.6"
"2009","06031","14.2"
"2010","06031","16.1"
"2011","06031","15.9"
"2012","06031","14.9"
"2013","06031","13.4"
"2014","06031","11.9"
"2015","06031","10.5"
"2008","06033","10.7"
"2009","06033","15"
"2010","06033","15.1"
"2011","06033","14.5"
"2012","06033","12.8"
"2013","06033","10.9"
"2014","06033","8.9"
"2015","06033","7.7"
"2008","06035","9.6"
"2009","06035","12.3"
"2010","06035","14"
"2011","06035","13.5"
"2012","06035","12.5"
"2013","06035","10.6"
"2014","06035","9.1"
"2015","06035","7.3"
"2008","06037","7.6"
"2009","06037","11.6"
"2010","06037","12.5"
"2011","06037","12.2"
"2012","06037","10.9"
"2013","06037","9.7"
"2014","06037","8.2"
"2015","06037","6.7"
"2008","06039","9.5"
"2009","06039","13.4"
"2010","06039","16.6"
"2011","06039","16.2"
"2012","06039","14.5"
"2013","06039","12.6"
"2014","06039","11.2"
"2015","06039","10.5"
"2008","06041","4.7"
"2009","06041","7.5"
"2010","06041","7.9"
"2011","06041","7.3"
"2012","06041","6.3"
"2013","06041","5.2"
"2014","06041","4.3"
"2015","06041","3.5"
"2008","06043","7.5"
"2009","06043","10.3"
"2010","06043","12.9"
"2011","06043","13.2"
"2012","06043","12.2"
"2013","06043","10.5"
"2014","06043","8.7"
"2015","06043","7.2"
"2008","06045","6.9"
"2009","06045","10"
"2010","06045","11.6"
"2011","06045","11.4"
"2012","06045","10"
"2013","06045","8.4"
"2014","06045","7"
"2015","06045","5.9"
"2008","06047","12.6"
"2009","06047","16.6"
"2010","06047","18"
"2011","06047","17.6"
"2012","06047","16.3"
"2013","06047","14.5"
"2014","06047","12.8"
"2015","06047","11.4"
"2008","06049","9.7"
"2009","06049","12.1"
"2010","06049","15.2"
"2011","06049","16"
"2012","06049","14.4"
"2013","06049","12.3"
"2014","06049","10.2"
"2015","06049","8.8"
"2008","06051","5.9"
"2009","06051","8.8"
"2010","06051","10.2"
"2011","06051","10.1"
"2012","06051","10.4"
"2013","06051","8.5"
"2014","06051","7"
"2015","06051","6.1"
"2008","06053","8.5"
"2009","06053","11.5"
"2010","06053","12.7"
"2011","06053","12.7"
"2012","06053","11.6"
"2013","06053","10.3"
"2014","06053","9"
"2015","06053","8.1"
"2008","06055","5.1"
"2009","06055","8.4"
"2010","06055","10.3"
"2011","06055","9.8"
"2012","06055","8.4"
"2013","06055","6.9"
"2014","06055","5.6"
"2015","06055","4.6"
"2008","06057","6.6"
"2009","06057","10.3"
"2010","06057","11.7"
"2011","06057","11.1"
"2012","06057","9.8"
"2013","06057","8.1"
"2014","06057","6.5"
"2015","06057","5.5"
"2008","06059","5.3"
"2009","06059","8.7"
"2010","06059","9.7"
"2011","06059","9.1"
"2012","06059","7.9"
"2013","06059","6.6"
"2014","06059","5.5"
"2015","06059","4.5"
"2008","06061","6.5"
"2009","06061","10.2"
"2010","06061","11.6"
"2011","06061","10.8"
"2012","06061","9.4"
"2013","06061","7.7"
"2014","06061","6.3"
"2015","06061","5"
"2008","06063","10.6"
"2009","06063","15.4"
"2010","06063","18.2"
"2011","06063","17.6"
"2012","06063","16.2"
"2013","06063","13.8"
"2014","06063","11.5"
"2015","06063","10.4"
"2008","06065","8.6"
"2009","06065","13.1"
"2010","06065","13.8"
"2011","06065","13.2"
"2012","06065","11.6"
"2013","06065","9.9"
"2014","06065","8.2"
"2015","06065","6.7"
"2008","06067","7.2"
"2009","06067","11"
"2010","06067","12.6"
"2011","06067","12.1"
"2012","06067","10.5"
"2013","06067","8.9"
"2014","06067","7.3"
"2015","06067","6"
"2008","06069","9.7"
"2009","06069","14"
"2010","06069","15.1"
"2011","06069","14.5"
"2012","06069","13.1"
"2013","06069","11.1"
"2014","06069","9.3"
"2015","06069","7.6"
"2008","06071","8"
"2009","06071","12.7"
"2010","06071","13.5"
"2011","06071","12.9"
"2012","06071","11.4"
"2013","06071","9.8"
"2014","06071","8"
"2015","06071","6.5"
"2008","06073","6"
"2009","06073","9.4"
"2010","06073","10.8"
"2011","06073","10.3"
"2012","06073","9.1"
"2013","06073","7.8"
"2014","06073","6.4"
"2015","06073","5.2"
"2008","06075","5.3"
"2009","06075","8.7"
"2010","06075","8.9"
"2011","06075","8.1"
"2012","06075","6.8"
"2013","06075","5.5"
"2014","06075","4.4"
"2015","06075","3.6"
"2008","06077","10.4"
"2009","06077","14.9"
"2010","06077","16.5"
"2011","06077","16.2"
"2012","06077","14.4"
"2013","06077","12.3"
"2014","06077","10.5"
"2015","06077","8.9"
"2008","06079","5.8"
"2009","06079","8.8"
"2010","06079","10.1"
"2011","06079","9.6"
"2012","06079","8.2"
"2013","06079","6.8"
"2014","06079","5.6"
"2015","06079","4.6"
"2008","06081","4.9"
"2009","06081","8.2"
"2010","06081","8.4"
"2011","06081","7.5"
"2012","06081","6.4"
"2013","06081","5.3"
"2014","06081","4.2"
"2015","06081","3.4"
"2008","06083","5.5"
"2009","06083","8.2"
"2010","06083","9.7"
"2011","06083","9.4"
"2012","06083","8.4"
"2013","06083","7.2"
"2014","06083","6.1"
"2015","06083","5.3"
"2008","06085","6"
"2009","06085","10.6"
"2010","06085","10.4"
"2011","06085","9.3"
"2012","06085","7.9"
"2013","06085","6.5"
"2014","06085","5.1"
"2015","06085","4.2"
"2008","06087","7.4"
"2009","06087","11.1"
"2010","06087","13.3"
"2011","06087","13.1"
"2012","06087","11.8"
"2013","06087","10.3"
"2014","06087","8.7"
"2015","06087","7.5"
"2008","06089","10.1"
"2009","06089","14.3"
"2010","06089","16.8"
"2011","06089","15.9"
"2012","06089","14.2"
"2013","06089","11.8"
"2014","06089","9.6"
"2015","06089","7.8"
"2008","06091","10.6"
"2009","06091","14.9"
"2010","06091","15.3"
"2011","06091","14.9"
"2012","06091","14.3"
"2013","06091","12.8"
"2014","06091","10.1"
"2015","06091","9"
"2008","06093","10.2"
"2009","06093","14.2"
"2010","06093","16.8"
"2011","06093","17"
"2012","06093","15.6"
"2013","06093","13.1"
"2014","06093","11.1"
"2015","06093","9.4"
"2008","06095","6.9"
"2009","06095","10.4"
"2010","06095","12.6"
"2011","06095","12.2"
"2012","06095","10.7"
"2013","06095","9.1"
"2014","06095","7.5"
"2015","06095","6.1"
"2008","06097","5.8"
"2009","06097","9.4"
"2010","06097","10.8"
"2011","06097","10.2"
"2012","06097","8.9"
"2013","06097","7.1"
"2014","06097","5.6"
"2015","06097","4.5"
"2008","06099","11.1"
"2009","06099","15.5"
"2010","06099","16.9"
"2011","06099","16.5"
"2012","06099","14.9"
"2013","06099","12.9"
"2014","06099","11.1"
"2015","06099","9.5"
"2008","08101","9.25"
"2009","08101","12.35"
"2010","08101","14.399999999999999"
"2011","08101","14.35"
"2012","08101","13.75"
"2013","08101","12.2"
"2014","08101","9.95"
"2015","08101","8.25"
"2008","08103","5.8999999999999995"
"2009","08103","9.25"
"2010","08103","12.15"
"2011","08103","11.45"
"2012","08103","11"
"2013","08103","9.7"
"2014","08103","7.75"
"2015","08103","6.65"
"2008","08105","9.25"
"2009","08105","11.45"
"2010","08105","13.8"
"2011","08105","14.5"
"2012","08105","13.399999999999999"
"2013","08105","11.75"
"2014","08105","9.3"
"2015","08105","7.05"
"2008","08107","10.8"
"2009","08107","14.9"
"2010","08107","17.2"
"2011","08107","17.1"
"2012","08107","16.2"
"2013","08107","14.4"
"2014","08107","13.1"
"2015","08107","11.7"
"2008","08109","8"
"2009","08109","12.2"
"2010","08109","15.2"
"2011","08109","14.5"
"2012","08109","13"
"2013","08109","10.8"
"2014","08109","8.6"
"2015","08109","7.1"
"2008","08111","6.3"
"2009","08111","9.6"
"2010","08111","10.8"
"2011","08111","10.2"
"2012","08111","9.1"
"2013","08111","7.9"
"2014","08111","6.6"
"2015","08111","5.7"
"2008","08113","7.4"
"2009","08113","11"
"2010","08113","12.1"
"2011","08113","11.8"
"2012","08113","10.6"
"2013","08113","9"
"2014","08113","7.5"
"2015","08113","6.4"
"2008","08115","11.9"
"2009","08115","16.8"
"2010","08115","17.8"
"2011","08115","17"
"2012","08115","15.4"
"2013","08115","13.2"
"2014","08115","11.2"
"2015","08115","9.2"
"2008","08001","5.4"
"2009","08001","8.5"
"2010","08001","10"
"2011","08001","9.9"
"2012","08001","9.4"
"2013","08001","8.1"
"2014","08001","5.7"
"2015","08001","4.3"
"2008","08003","5.2"
"2009","08003","6.3"
"2010","08003","9"
"2011","08003","9.7"
"2012","08003","10.5"
"2013","08003","9.7"
"2014","08003","7.2"
"2015","08003","5.2"
"2008","08005","4.9"
"2009","08005","7.3"
"2010","08005","8.6"
"2011","08005","8.3"
"2012","08005","7.7"
"2013","08005","6.6"
"2014","08005","4.9"
"2015","08005","3.7"
"2008","08007","5.1"
"2009","08007","7.5"
"2010","08007","10.6"
"2011","08007","10.1"
"2012","08007","10"
"2013","08007","8.7"
"2014","08007","5.9"
"2015","08007","4"
"2008","08009","3.4"
"2009","08009","3.7"
"2010","08009","4.9"
"2011","08009","4.8"
"2012","08009","4.5"
"2013","08009","4.1"
"2014","08009","2.7"
"2015","08009","2.1"
"2008","08011","6.2"
"2009","08011","6.5"
"2010","08011","8.1"
"2011","08011","8.2"
"2012","08011","8.4"
"2013","08011","7.7"
"2014","08011","5.2"
"2015","08011","3.9"
"2008","08013","4.1"
"2009","08013","6.1"
"2010","08013","7"
"2011","08013","6.5"
"2012","08013","6.2"
"2013","08013","5.5"
"2014","08013","4.1"
"2015","08013","3.2"
"2008","08014","4.5"
"2009","08014","6.9"
"2010","08014","7.4"
"2011","08014","7"
"2012","08014","6.6"
"2013","08014","5.8"
"2014","08014","4.2"
"2015","08014","3.3"
"2008","08015","4.5"
"2009","08015","6.3"
"2010","08015","7.7"
"2011","08015","7.2"
"2012","08015","6.8"
"2013","08015","6.1"
"2014","08015","4.4"
"2015","08015","3.4"
"2008","08017","2.7"
"2009","08017","2.6"
"2010","08017","4.1"
"2011","08017","4.2"
"2012","08017","4.5"
"2013","08017","4.2"
"2014","08017","2.9"
"2015","08017","2.7"
"2008","08019","4.6"
"2009","08019","7.2"
"2010","08019","8.1"
"2011","08019","7.4"
"2012","08019","7"
"2013","08019","6.2"
"2014","08019","4.6"
"2015","08019","3.7"
"2008","08021","7.3"
"2009","08021","7.4"
"2010","08021","9.6"
"2011","08021","10.5"
"2012","08021","10.6"
"2013","08021","10.6"
"2014","08021","7.8"
"2015","08021","5.6"
"2008","08023","7.7"
"2009","08023","9.1"
"2010","08023","10.6"
"2011","08023","11.7"
"2012","08023","11.4"
"2013","08023","11.2"
"2014","08023","9.1"
"2015","08023","6.5"
"2008","08025","7.4"
"2009","08025","8.6"
"2010","08025","9.1"
"2011","08025","8.9"
"2012","08025","8.1"
"2013","08025","7.2"
"2014","08025","5.8"
"2015","08025","4.5"
"2008","08027","5.1"
"2009","08027","6.2"
"2010","08027","6.6"
"2011","08027","6.3"
"2012","08027","6.3"
"2013","08027","6.4"
"2014","08027","4.6"
"2015","08027","3.5"
"2008","08029","4.4"
"2009","08029","7.1"
"2010","08029","10.7"
"2011","08029","10.4"
"2012","08029","9.6"
"2013","08029","8.8"
"2014","08029","7"
"2015","08029","5.7"
"2008","08031","5.4"
"2009","08031","8.1"
"2010","08031","9.1"
"2011","08031","8.6"
"2012","08031","7.8"
"2013","08031","6.6"
"2014","08031","4.8"
"2015","08031","3.7"
"2008","08033","7.2"
"2009","08033","13.1"
"2010","08033","17.7"
"2011","08033","12.8"
"2012","08033","10.2"
"2013","08033","8.2"
"2014","08033","3.9"
"2015","08033","3.1"
"2008","08035","4.2"
"2009","08035","6.2"
"2010","08035","7"
"2011","08035","6.4"
"2012","08035","6"
"2013","08035","5.3"
"2014","08035","4"
"2015","08035","3.1"
"2008","08037","3.6"
"2009","08037","7"
"2010","08037","8.5"
"2011","08037","7.8"
"2012","08037","7.2"
"2013","08037","6"
"2014","08037","4.2"
"2015","08037","3.1"
"2008","08039","4.8"
"2009","08039","7"
"2010","08039","8.1"
"2011","08039","7.5"
"2012","08039","7.1"
"2013","08039","5.9"
"2014","08039","4.3"
"2015","08039","3.1"
"2008","08041","5.7"
"2009","08041","7.9"
"2010","08041","9.3"
"2011","08041","9.1"
"2012","08041","8.8"
