"year","GEOID","rate"
"2013","32105","3.3"
"2014","32105","2.5"
"2015","32105","3.6"
"2008","32107","3.2"
"2009","32107","3.6"
"2010","32107","4.1"
"2011","32107","3.9"
"2012","32107","3.4"
"2013","32107","3.6"
"2014","32107","3.1"
"2015","32107","3.2"
"2008","32109","3.1"
"2009","32109","4.3"
"2010","32109","4.2"
"2011","32109","4"
"2012","32109","3.6"
"2013","32109","3.5"
"2014","32109","3"
"2015","32109","2.6"
"2008","32111","3"
"2009","32111","4"
"2010","32111","4.5"
"2011","32111","4.4"
"2012","32111","3.9"
"2013","32111","3.8"
"2014","32111","3.2"
"2015","32111","2.9"
"2008","33113","2.2"
"2009","33113","3.1"
"2010","33113","4.5"
"2011","33113","3.5"
"2012","33113","3.2"
"2013","33113","3.4"
"2014","33113","3"
"2015","33113","2.8"
"2008","33115","3.8"
"2009","33115","5.1"
"2010","33115","5.7"
"2011","33115","4.8"
"2012","33115","3.8"
"2013","33115","4.5"
"2014","33115","3.7"
"2015","33115","3.4"
"2008","33117","2.3"
"2009","33117","3.8"
"2010","33117","2.8"
"2011","33117","2.5"
"2012","33117","3.6"
"2013","33117","3.8"
"2014","33117","2.3"
"2015","33117","1.9"
"2008","33119","3.3"
"2009","33119","4.3"
"2010","33119","4.2"
"2011","33119","4.1"
"2012","33119","3.7"
"2013","33119","3.5"
"2014","33119","2.9"
"2015","33119","2.7"
"2008","33121","3.1"
"2009","33121","4.2"
"2010","33121","4.5"
"2011","33121","4.3"
"2012","33121","3.7"
"2013","33121","3.7"
"2014","33121","3.8"
"2015","33121","3.7"
"2008","33123","3.1"
"2009","33123","4.2"
"2010","33123","4.1"
"2011","33123","3.4"
"2012","33123","3.2"
"2013","33123","3.2"
"2014","33123","3"
"2015","33123","2.9"
"2008","33125","3"
"2009","33125","3.3"
"2010","33125","3.9"
"2011","33125","3.7"
"2012","33125","3.3"
"2013","33125","3.2"
"2014","33125","2.7"
"2015","33125","2.5"
"2008","33127","4.6"
"2009","33127","5.2"
"2010","33127","5.3"
"2011","33127","5"
"2012","33127","4.8"
"2013","33127","5"
"2014","33127","3.8"
"2015","33127","3.7"
"2008","33129","2.9"
"2009","33129","4.5"
"2010","33129","4.1"
"2011","33129","3.6"
"2012","33129","3.5"
"2013","33129","3.3"
"2014","33129","2.8"
"2015","33129","2.5"
"2008","33131","3.5"
"2009","33131","5"
"2010","33131","5"
"2011","33131","5.1"
"2012","33131","4.5"
"2013","33131","4.3"
"2014","33131","3.7"
"2015","33131","3.3"
"2008","34133","3.4"
"2009","34133","3.7"
"2010","34133","4"
"2011","34133","3.8"
"2012","34133","3.3"
"2013","34133","3.1"
"2014","34133","2.8"
"2015","34133","2.6"
"2008","34135","2.4"
"2009","34135","3"
"2010","34135","3.3"
"2011","34135","2.9"
"2012","34135","2.7"
"2013","34135","2.6"
"2014","34135","2.1"
"2015","34135","1.8"
"2008","34137","2.4"
"2009","34137","3.5"
"2010","34137","3.6"
"2011","34137","3.7"
"2012","34137","3"
"2013","34137","3"
"2014","34137","2.6"
"2015","34137","2.4"
"2008","34139","3"
"2009","34139","4"
"2010","34139","3.7"
"2011","34139","3.5"
"2012","34139","3.3"
"2013","34139","3.4"
"2014","34139","2.8"
"2015","34139","2.5"
"2008","34141","3"
"2009","34141","4.1"
"2010","34141","4.2"
"2011","34141","4.2"
"2012","34141","3.6"
"2013","34141","3.5"
"2014","34141","3"
"2015","34141","3"
"2008","34143","2.8"
"2009","34143","3.7"
"2010","34143","4"
"2011","34143","3.4"
"2012","34143","3.1"
"2013","34143","3.4"
"2014","34143","3.2"
"2015","34143","2.5"
"2008","34145","2.9"
"2009","34145","4.5"
"2010","34145","3.7"
"2011","34145","3.5"
"2012","34145","3.2"
"2013","34145","3"
"2014","34145","2.6"
"2015","34145","2.6"
"2008","34147","4.4"
"2009","34147","6"
"2010","34147","6.2"
"2011","34147","6"
"2012","34147","5.1"
"2013","34147","4.5"
"2014","34147","3.6"
"2015","34147","3.2"
"2008","34149","2.8"
"2009","34149","3"
"2010","34149","2.8"
"2011","34149","2.7"
"2008","37053","5"
"2012","34149","2.6"
"2009","37053","7.5"
"2013","34149","3.2"
"2010","37053","8.600000000000001"
"2014","34149","2.6"
"2015","34149","2.6"
"2011","37053","8.649999999999999"
"2008","34151","3.4"
"2012","37053","8.5"
"2009","34151","4.6"
"2013","37053","7.699999999999999"
"2010","34151","4.7"
"2011","34151","4.7"
"2014","37053","6.35"
"2012","34151","4.3"
"2015","37053","5.800000000000001"
"2013","34151","4.3"
"2008","37055","5.9"
"2014","34151","3.4"
"2009","37055","8.95"
"2015","34151","2.9"
"2010","37055","10.05"
"2008","34153","3.2"
"2011","37055","10.35"
"2009","34153","4.6"
"2012","37055","10.100000000000001"
"2010","34153","4.4"
"2013","37055","9"
"2011","34153","4.2"
"2014","37055","7.1"
"2012","34153","3.9"
"2013","34153","3.6"
"2015","37055","6.35"
"2014","34153","3.1"
"2008","37057","7.1"
"2015","34153","2.8"
"2009","37057","11.15"
"2008","34155","3.6"
"2010","37057","11.2"
"2009","34155","5"
"2011","37057","10.6"
"2010","34155","4.8"
"2012","37057","10.05"
"2011","34155","4.6"
"2013","37057","8.7"
"2012","34155","4.2"
"2014","37057","6.9"
"2013","34155","4.1"
"2015","37057","6.1"
"2014","34155","3.5"
"2008","37059","5.35"
"2015","34155","3"
"2009","37059","9.100000000000001"
"2008","34157","3.7"
"2010","37059","9.45"
"2009","34157","5.1"
"2011","37059","8.7"
"2010","34157","5.5"
"2012","37059","8"
"2011","34157","5"
"2013","37059","6.65"
"2012","34157","4.7"
"2013","34157","4.2"
"2014","37059","5.3"
"2014","34157","3.6"
"2015","37059","4.65"
"2015","34157","3.4"
"2008","37061","5.266666666666667"
"2008","34159","3.2"
"2009","37061","8.766666666666666"
"2009","34159","4.1"
"2010","34159","4"
"2010","37061","9.166666666666666"
"2011","37061","8.8"
"2011","34159","3.8"
"2012","37061","8.633333333333333"
"2012","34159","3.5"
"2013","34159","3.7"
"2013","37061","7.966666666666666"
"2014","34159","3"
"2014","37061","6.833333333333333"
"2015","34159","2.9"
"2015","37061","6.033333333333333"
"2008","34161","2.7"
"2008","37063","5.7"
"2009","34161","3.9"
"2009","37063","8.55"
"2010","34161","3.5"
"2010","37063","8.899999999999999"
"2011","34161","3.6"
"2011","37063","8.6"
"2012","34161","3.6"
"2012","37063","8.350000000000001"
"2013","34161","3.2"
"2013","37063","7.35"
"2014","34161","2.6"
"2014","37063","6.05"
"2015","34161","2.7"
"2015","37063","5.6"
"2008","34163","2.7"
"2008","37065","7.75"
"2009","34163","3.2"
"2009","37065","11.600000000000001"
"2010","34163","4"
"2010","37065","11.649999999999999"
"2011","34163","4.3"
"2011","37065","11.75"
"2012","34163","3.8"
"2012","37065","11.3"
"2013","34163","3.3"
"2013","37065","10.15"
"2014","34163","3.3"
"2014","37065","8.2"
"2015","34163","2.9"
"2015","37065","7.5"
"2008","34165","3.4"
"2008","37067","5.4"
"2009","34165","3.4"
"2009","37067","8.55"
"2010","34165","3.7"
"2010","37067","9.05"
"2011","34165","3.4"
"2011","37067","8.75"
"2012","34165","3.6"
"2012","37067","8.350000000000001"
"2013","34165","3.3"
"2013","37067","7.15"
"2014","34165","2.5"
"2014","37067","5.8"
"2015","34165","2.5"
"2015","37067","5.25"
"2008","34167","2.8"
"2008","38069","6.2"
"2009","34167","4.1"
"2009","38069","10.3"
"2010","34167","4.1"
"2010","38069","10.9"
"2011","34167","3.7"
"2011","38069","10.7"
"2012","34167","3.5"
"2012","38069","9.7"
"2013","34167","3.3"
"2013","38069","8.2"
"2014","34167","2.8"
"2014","38069","6.5"
"2015","34167","2.6"
"2015","38069","5.9"
"2008","34169","3.2"
"2008","38071","7.5"
"2009","34169","4.3"
"2009","38071","13.8"
"2010","34169","3.8"
"2010","38071","13.5"
"2011","34169","3.3"
"2011","38071","11.9"
"2012","34169","3.1"
"2012","38071","10.4"
"2013","34169","2.8"
"2013","38071","8.9"
"2014","34169","2.5"
"2014","38071","6.8"
"2015","34169","2.4"
"2015","38071","6"
"2008","35171","4"
"2009","35171","4.5"
"2008","38073","5.3"
"2010","35171","4.8"
"2009","38073","7.4"
"2011","35171","5.2"
"2010","38073","8"
"2012","35171","4"
"2013","35171","3.7"
"2011","38073","8.2"
"2014","35171","3.5"
"2012","38073","7.6"
"2015","35171","3"
"2013","38073","6.9"
"2008","35173","6.7"
"2014","38073","5.9"
"2009","35173","10.5"
"2015","38073","5.5"
"2010","35173","9.6"
"2008","38075","10.6"
"2011","35173","10.2"
"2009","38075","17.1"
"2012","35173","8.7"
"2010","38075","17.6"
"2013","35173","7.7"
"2011","38075","18"
"2014","35173","6"
"2015","35173","5.3"
"2012","38075","17.6"
"2008","35175","2.8"
"2013","38075","15.2"
"2009","35175","3.3"
"2014","38075","13.3"
"2010","35175","4.4"
"2011","35175","4"
"2015","38075","12.1"
"2012","35175","3.5"
"2008","38077","6.7"
"2013","35175","3.3"
"2009","38077","10.5"
"2014","35175","3"
"2015","35175","2.8"
"2010","38077","9.7"
"2008","35177","3.1"
"2011","38077","8.9"
"2009","35177","4.6"
"2012","38077","8"
"2010","35177","4.6"
"2013","38077","6.8"
"2011","35177","4.4"
"2014","38077","5.4"
"2012","35177","3.8"
"2015","38077","5"
"2013","35177","3.7"
"2008","38079","6.5"
"2014","35177","3.2"
"2009","38079","10.4"
"2015","35177","3"
"2010","38079","10.1"
"2011","38079","9.6"
"2008","35179","2.9"
"2009","35179","3.9"
"2012","38079","8.6"
"2010","35179","3.8"
"2013","38079","7.8"
"2011","35179","3.5"
"2012","35179","3.2"
"2014","38079","6.2"
"2013","35179","3.2"
"2015","38079","5.5"
"2014","35179","2.8"
"2008","38081","6"
"2015","35179","2.6"
"2009","38081","10.6"
"2008","35181","3.4"
"2010","38081","11.1"
"2009","35181","3.9"
"2011","38081","10.5"
"2010","35181","4.8"
"2012","38081","9.5"
"2011","35181","4.6"
"2013","38081","8.2"
"2012","35181","3.7"
"2014","38081","6.5"
"2013","35181","3.9"
"2015","38081","5.9"
"2014","35181","3.4"
"2008","38083","8.9"
"2015","35181","3.6"
"2009","38083","13.6"
"2008","35183","2.3"
"2009","35183","3.7"
"2010","38083","14.7"
"2010","35183","3.9"
"2011","35183","3.2"
"2011","38083","14.6"
"2012","35183","3.4"
"2012","38083","13.5"
"2013","35183","3.2"
"2013","38083","11.7"
"2014","35183","2.9"
"2014","38083","9.6"
"2015","35183","2.5"
"2015","38083","8.9"
"2008","35185","3.7"
"2008","38085","6.6"
"2009","35185","4.9"
"2009","38085","11.4"
"2010","35185","4.6"
"2010","38085","11.3"
"2011","35185","4.3"
"2011","38085","11.4"
"2012","35185","3.7"
"2012","38085","10.6"
"2013","35185","3.6"
"2013","38085","9.2"
"2014","35185","3.2"
"2014","38085","7.3"
"2015","35185","2.9"
"2015","38085","6.7"
"2008","35001","5.05"
"2008","38087","5.6"
"2009","35001","7.65"
"2009","38087","9.6"
"2010","35001","9.4"
"2010","38087","10.3"
"2011","35001","8.95"
"2011","38087","10.1"
"2012","35001","8.2"
"2012","38087","9.1"
"2013","35001","7.1"
"2013","38087","7.8"
"2014","35001","5.85"
"2014","38087","5.8"
"2015","35001","5.15"
"2015","38087","5.2"
"2008","35003","5.1"
"2008","38089","4.7"
"2009","35003","8.55"
"2009","38089","8.8"
"2010","35003","9.75"
"2010","38089","9.1"
"2011","35003","9.35"
"2011","38089","8.5"
"2012","35003","8.25"
"2012","38089","7.4"
"2013","35003","7.3"
"2013","38089","6.2"
"2014","38089","5"
"2015","38089","4.7"
"2008","38091","6.6"
"2009","38091","9.6"
"2014","35003","6.1"
"2010","38091","10.6"
"2015","35003","5.2"
"2011","38091","11.3"
"2008","35005","5.550000000000001"
"2012","38091","10.7"
"2009","35005","8.6"
"2013","38091","9.4"
"2010","35005","9.7"
"2014","38091","7.4"
"2011","35005","9.149999999999999"
"2015","38091","7.1"
"2012","35005","8.3"
"2008","38093","5.7"
"2013","35005","7.15"
"2009","38093","8"
"2014","35005","6"
"2010","38093","10.1"
"2015","35005","5"
"2011","38093","10.9"
"2008","35007","4.75"
"2012","38093","10.6"
"2009","35007","7.1"
"2013","38093","9.8"
"2010","35007","7.45"
"2014","38093","8.3"
"2011","35007","7.2"
"2015","38093","8.1"
"2012","35007","6.9"
"2008","38095","6.9"
"2013","35007","6.15"
"2009","38095","8.7"
"2014","35007","5.75"
"2010","38095","11.1"
"2015","35007","4.95"
"2011","38095","13.4"
"2008","35009","4.9"
"2012","38095","13.4"
"2009","35009","7"
"2013","38095","11.5"
"2010","35009","9.2"
"2014","38095","9.2"
"2011","35009","7.9"
"2015","38095","9.1"
"2012","35009","6.9"
"2008","38097","6.4"
"2013","35009","4.8"
"2009","38097","12.7"
"2014","35009","4.5"
"2010","38097","12.9"
"2015","35009","4.6"
"2011","38097","11.4"
"2008","35011","5.2"
"2012","38097","9.9"
"2009","35011","6.6"
"2013","38097","8.3"
"2010","35011","7.8"
"2014","38097","6.3"
"2011","35011","6.9"
"2015","38097","5.5"
"2012","35011","6.1"
"2008","38099","5"
"2013","35011","6"
"2009","38099","8.9"
"2014","35011","6"
"2010","38099","10.9"
"2015","35011","6"
"2011","38099","11.1"
"2008","35013","4.9"
"2012","38099","10.5"
"2009","35013","7.3"
"2013","38099","8.7"
"2010","35013","8.7"
"2014","38099","6.6"
"2011","35013","7.8"
"2015","38099","6.1"
"2012","35013","6.6"
"2008","38101","5.7"
"2013","35013","6.2"
"2009","38101","9.9"
"2014","35013","6.2"
"2010","38101","9.9"
"2015","35013","5.9"
"2011","38101","9.5"
"2008","35015","4.4"
"2012","38101","8.4"
"2009","35015","5.8"
"2013","38101","7"
"2010","35015","9.5"
"2014","38101","5.6"
"2011","35015","8.8"
"2015","38101","5.2"
"2012","35015","7.4"
"2008","38103","6.4"
"2013","35015","7.2"
"2009","38103","10.8"
"2014","35015","6.6"
"2010","38103","11.2"
"2015","35015","6.5"
"2011","38103","10.6"
"2008","35017","5.6"
"2012","38103","9.9"
"2009","35017","8.9"
"2013","38103","8.4"
"2010","35017","10.6"
"2014","38103","6.6"
"2011","35017","11.2"
"2015","38103","5.8"
"2012","35017","10.5"
"2008","38105","7.5"
"2013","35017","9.4"
"2009","38105","14.2"
"2014","35017","7.4"
"2010","38105","12.8"
"2015","35017","6.2"
"2011","38105","12.3"
"2008","35019","9.8"
"2012","38105","11.3"
"2009","35019","15.4"
"2013","38105","10.1"
"2010","35019","17.5"
"2014","38105","8.1"
"2011","35019","16.7"
"2015","38105","7.3"
"2012","35019","14.8"
"2008","38107","7.2"
"2013","35019","12.4"
"2009","38107","11.8"
"2014","35019","10.2"
"2010","38107","11.9"
"2015","35019","9.4"
"2011","38107","10.9"
"2008","35021","7.5"
"2012","38107","9.8"
"2009","35021","8.6"
"2013","38107","8.7"
"2010","35021","14.4"
"2014","38107","7.1"
"2011","35021","14"
"2015","38107","6.4"
"2012","35021","13.5"
"2008","38109","7.2"
"2013","35021","12.6"
"2009","38109","13.9"
"2014","35021","11.2"
"2010","38109","12.7"
"2015","35021","10.5"
"2011","38109","11.2"
"2008","35023","9.7"
"2012","38109","9.6"
"2009","35023","13.9"
"2013","38109","8.2"
"2010","35023","17.3"
"2014","38109","6.1"
"2011","35023","16.8"
"2015","38109","5.4"
"2012","35023","14.5"
"2008","38111","8.1"
"2013","35023","11.9"
"2009","38111","15.2"
"2014","35023","9.6"
"2010","38111","13.3"
"2015","35023","8.7"
"2011","38111","12.3"
"2008","35027","7"
"2012","38111","10.8"
"2009","35027","9.7"
"2013","38111","8.9"
"2010","35027","10.6"
"2014","38111","6.4"
"2011","35027","10.8"
"2015","38111","5.5"
"2012","35027","9.7"
"2008","38113","5.9"
"2013","35027","8.7"
"2009","38113","11"
"2014","35027","7.2"
"2010","38113","11.5"
"2015","35027","6.8"
"2011","38113","11.3"
"2008","35029","6.9"
"2012","38113","10.6"
"2009","35029","11.8"
"2013","38113","9.1"
"2010","35029","16.7"
"2014","38113","6.6"
"2011","35029","15.7"
"2015","38113","6.2"
"2012","35029","13.3"
"2008","38115","5.6"
"2013","35029","11.5"
"2009","38115","9.4"
"2014","35029","9.1"
"2010","38115","10.4"
"2015","35029","7.3"
"2011","38115","10.2"
"2008","35031","6.8"
"2012","38115","9.7"
"2009","35031","11.1"
"2013","38115","8.1"
"2010","35031","12.9"
"2014","38115","6.2"
"2011","35031","12.6"
"2015","38115","5.7"
"2012","35031","11"
"2008","38117","6.4"
"2013","35031","9.4"
"2009","38117","10.7"
"2014","35031","7.6"
"2010","38117","12.7"
"2015","35031","6.2"
"2011","38117","12.4"
"2008","35033","4.7"
"2012","38117","12"
"2009","35033","6.9"
"2013","38117","10.4"
"2010","35033","9.2"
"2014","38117","7.8"
"2011","35033","8.7"
"2015","38117","7.7"
"2012","35033","7.7"
"2008","38119","5.9"
"2013","35033","7.2"
"2009","38119","10.6"
"2014","35033","6"
"2010","38119","10.7"
"2015","35033","5.4"
"2011","38119","9.9"
"2008","35510","7.1"
"2012","38119","8.7"
"2009","35510","11.1"
"2013","38119","7.5"
"2010","35510","13.5"
"2014","38119","6"
"2011","35510","13.2"
"2015","38119","5.4"
"2012","35510","11.7"
"2008","38121","8"
"2013","35510","10.4"
"2009","38121","12.4"
"2014","35510","8.6"
"2010","38121","12.4"
"2015","35510","7.3"
"2011","38121","11.9"
"2012","38121","12.2"
"2013","38121","10.9"
"2014","38121","7.7"
"2015","38121","6.9"
"2008","38123","8.1"
"2009","38123","13.5"
"2010","38123","12.3"
"2011","38123","11.8"
"2012","38123","10.5"
"2013","38123","8.2"
"2014","38123","6.4"
"2008","36009","4.733333333333333"
"2015","38123","5.7"
"2009","36009","6.933333333333333"
"2008","38125","6.1"
"2010","36009","8.1"
"2009","38125","10.1"
"2011","36009","8.166666666666666"
"2010","38125","10.1"
"2012","36009","8.3"
"2011","38125","9.5"
"2008","36029","8.95"
"2012","38125","8.8"
"2013","36009","7.866666666666666"
"2009","36029","13.5"
"2014","36009","6.966666666666667"
"2010","36029","15.200000000000001"
"2013","38125","7.7"
"2015","36009","6.233333333333333"
"2014","38125","6.1"
"2008","36011","5.3"
"2015","38125","5.8"
"2011","36029","15.3"
"2009","36011","8.066666666666666"
"2012","36029","15.3"
"2010","36011","8.333333333333332"
"2008","38127","7.4"
"2013","36029","14.1"
"2011","36011","7.833333333333334"
"2014","36029","12.850000000000001"
"2009","38127","12"
"2012","36011","7.7"
"2010","38127","12.6"
"2015","36029","11.8"
"2011","38127","12.5"
"2013","36011","7.2"
"2012","38127","11.5"
"2008","36031","6.05"
"2013","38127","10.3"
"2009","36031","9.65"
"2014","38127","7.9"
"2014","36011","6.366666666666667"
"2010","36031","10.65"
"2015","36011","5.766666666666667"
"2011","36031","10.45"
"2008","36013","4.9"
"2012","36031","10.3"
"2009","36013","7.733333333333333"
"2015","38127","7.3"
"2010","36013","7.933333333333334"
"2013","36031","10"
"2011","36013","7.733333333333333"
"2008","38129","5.1"
"2014","36031","9.149999999999999"
"2009","38129","9.3"
"2015","36031","8.3"
"2012","36013","7.633333333333333"
"2010","38129","9.7"
"2008","36033","7.35"
"2011","38129","9.6"
"2009","36033","11.7"
"2013","36013","7.266666666666667"
"2010","36033","12.149999999999999"
"2012","38129","8.6"
"2014","36013","6.4"
"2011","36033","12.1"
"2013","38129","7.5"
"2015","36013","5.733333333333333"
"2012","36033","11.45"
"2014","38129","5.9"
"2008","36015","4.166666666666667"
"2013","36033","11.05"
"2015","38129","5.3"
"2014","36033","9.8"
"2008","38131","7.7"
"2015","36033","8.399999999999999"
"2009","38131","11.3"
"2009","36015","7.233333333333333"
"2010","38131","11.6"
"2008","36035","4.2"
"2011","38131","12.2"
"2010","36015","7.566666666666667"
"2009","36035","7"
"2011","36015","6.966666666666666"
"2010","36035","7.4"
"2012","38131","11.4"
"2012","36015","6.866666666666666"
"2011","36035","7.050000000000001"
"2013","36015","6.3"
"2012","36035","6.95"
"2013","38131","9.9"
"2013","36035","6.35"
"2014","36015","5.466666666666666"
"2014","36035","5.75"
"2014","38131","8"
"2015","36015","4.8"
"2015","36035","5.300000000000001"
"2015","38131","7.6"
"2008","36037","4.9"
"2008","36017","4.933333333333334"
"2008","38133","5.6"
"2009","36037","7.699999999999999"
"2009","38133","8.5"
"2009","36017","9.833333333333334"
"2010","36037","9.4"
"2010","38133","8.3"
"2010","36017","8.3"
"2011","36037","9.399999999999999"
"2011","36017","7.233333333333333"
"2011","38133","8.3"
"2012","36037","8.5"
"2012","36017","6.966666666666667"
"2013","36037","7.550000000000001"
"2012","38133","8"
"2014","36037","6.5"
"2013","36017","6.533333333333333"
"2015","36037","6.2"
"2013","38133","7"
"2014","36017","5.7"
"2008","36039","5.55"
"2015","36017","5"
"2014","38133","6.1"
"2008","36019","4.3999999999999995"
"2009","36039","8.45"
"2015","38133","6"
"2010","36039","9.3"
"2009","36019","6.8"
"2011","36039","9.4"
"2010","36019","7.5"
"2012","36039","9.3"
"2011","36019","7.366666666666666"
"2008","38135","4"
"2013","36039","8.9"
"2009","38135","6.5"
"2014","36039","7.8"
"2010","38135","6.6"
"2012","36019","7.1000000000000005"
"2015","36039","6.95"
"2011","38135","6.5"
"2013","36019","6.233333333333333"
"2008","36041","4"
"2014","36019","5.366666666666667"
"2009","36041","6.75"
"2012","38135","6.1"
"2010","36041","8.1"
"2015","36019","4.7"
"2011","36041","7.4"
"2008","36001","5.6"
"2012","36041","7.1499999999999995"
"2013","38135","5.3"
"2013","36041","6.6"
"2014","38135","4.6"
"2009","36001","9.7"
"2014","36041","5.949999999999999"
"2015","38135","4.6"
"2015","36041","5.35"
"2008","38137","5.9"
"2010","36001","10"
"2009","38137","10"
"2011","36001","9.85"
"2010","38137","10.2"
"2012","36001","9.75"
"2011","38137","9.7"
"2013","36001","9.05"
"2012","38137","9"
"2014","36001","8.4"
"2013","38137","8.4"
"2015","36001","7.65"
"2014","38137","6.6"
"2008","36003","4.85"
"2015","38137","6.1"
"2009","36003","8.5"
"2008","38139","6.8"
"2010","36003","10.2"
"2009","38139","9.9"
"2011","36003","9.5"
"2010","38139","9.9"
"2012","36003","8.5"
"2011","38139","10.3"
"2013","36003","7.699999999999999"
"2012","38139","10"
"2014","36003","6.8500000000000005"
"2013","38139","9.6"
"2015","36003","6.3"
"2014","38139","8"
"2008","36005","4.6"
"2015","38139","7.4"
"2009","36005","7.7"
"2008","38141","6"
"2010","36005","8.25"
"2009","38141","10.9"
"2011","36005","7.75"
"2010","38141","11.4"
"2012","36005","7.55"
"2011","38141","11.3"
"2013","36005","6.949999999999999"
"2012","38141","10.4"
"2014","36005","6.300000000000001"
"2013","38141","9"
"2015","36005","5.800000000000001"
"2014","38141","7.1"
"2008","36007","5.15"
"2008","36006","4.6"
"2009","36007","8.75"
"2015","38141","6.1"
"2009","36006","6.8"
"2010","36007","9.600000000000001"
"2008","38143","6.7"
"2010","36006","9.4"
"2011","36007","9.5"
"2011","36006","9.2"
"2009","38143","10.6"
"2012","36006","8.3"
"2012","36007","9.3"
"2010","38143","10.6"
"2013","36006","8.2"
"2013","36007","8.2"
"2014","36006","8.4"
"2011","38143","11"
"2015","36006","7.9"
"2012","38143","10.4"
"2014","36007","7"
"2013","38143","9.5"
"2015","36007","6.199999999999999"
"2014","38143","7.7"
"2015","38143","7.1"
"2008","38145","7.2"
"2009","38145","11.3"
"2010","38145","12.4"
"2011","38145","11.9"
"2012","38145","11"
"2013","38145","10"
"2014","38145","7.7"
"2015","38145","6.7"
"2008","38147","6.4"
"2009","38147","10.1"
"2010","38147","10.2"
"2011","38147","10.1"
"2008","36021","3.85"
"2012","38147","9.1"
"2009","36021","6.25"
"2013","38147","8"
"2010","36021","7.1"
"2014","38147","6.4"
"2011","36021","7.3500000000000005"
"2015","38147","6.1"
"2012","36021","7.199999999999999"
"2008","38149","4.8"
"2013","36021","6.1"
"2009","38149","9.1"
"2014","36021","5.449999999999999"
"2010","38149","10.1"
"2015","36021","6.699999999999999"
"2011","38149","9.3"
"2008","36023","4.6"
"2012","38149","8.4"
"2009","36023","8.35"
"2013","38149","6.6"
"2010","36023","8.65"
"2014","38149","5.3"
"2011","36023","8.1"
"2015","38149","5.1"
"2012","36023","7.949999999999999"
"2008","38151","6.3"
"2013","36023","7.55"
"2009","38151","11.2"
"2014","36023","6.65"
"2010","38151","12"
"2015","36023","5.65"
"2011","38151","10.9"
"2008","36025","3.8499999999999996"
"2012","38151","9.9"
"2009","36025","8.100000000000001"
"2013","38151","8.6"
"2010","36025","8.3"
"2014","38151","6.5"
"2011","36025","7.1"
"2015","38151","5.7"
"2012","36025","6.699999999999999"
"2008","38153","9.2"
"2013","36025","6"
"2009","38153","14"
"2014","36025","5.2"
"2010","38153","14.7"
"2015","36025","5.6"
"2011","38153","14.4"
"2008","36027","3.7"
"2012","38153","13.2"
"2009","36027","6.449999999999999"
"2013","38153","11.6"
"2010","36027","7.45"
"2014","38153","8.8"
"2011","36027","6.949999999999999"
"2015","38153","7.9"
"2012","36027","6.8"
"2008","38155","7.9"
"2013","36027","6.3"
"2009","38155","11.9"
"2014","36027","5.55"
"2010","38155","13.7"
"2015","36027","5"
"2011","38155","14.2"
"2008","36028","3"
"2012","38155","13.2"
"2009","36028","3.3"
"2013","38155","11.8"
"2010","36028","3.7"
"2014","38155","9.4"
"2011","36028","3.6"
"2015","38155","8.5"
"2012","36028","3.9"
"2008","38157","7.4"
"2013","36028","4.2"
"2009","38157","12.6"
"2014","36028","4.2"
"2010","38157","13.2"
"2011","38157","12.3"
"2015","36028","4.1"
"2012","38157","11.2"
"2013","38157","9.6"
"2014","38157","7.5"
"2015","38157","6.6"
"2008","38159","6.8"
"2009","38159","12.7"
"2010","38159","14.1"
"2011","38159","12.5"
"2012","38159","10.9"
"2013","38159","9.2"
"2014","38159","7"
"2015","38159","6"
"2008","38161","8"
"2009","38161","16.3"
"2010","38161","16.7"
"2011","38161","14.6"
"2012","38161","13.2"
"2013","38161","11.1"
"2014","38161","8.5"
"2015","38161","7.8"
"2008","38163","5.3"
"2009","38163","8.8"
"2010","38163","9.7"
"2011","38163","9.8"
"2012","38163","9.3"
"2013","38163","8"
"2014","38163","6.4"
"2015","38163","6"
"2008","38165","10.9"
"2009","38165","16.8"
"2010","38165","17.6"
"2011","38165","18"
"2012","38165","17.1"
"2013","38165","15"
"2014","38165","11.9"
"2015","38165","10.7"
"2008","38167","6.5"
"2009","38167","12.1"
"2010","38167","13.2"
"2011","38167","11.8"
"2012","38167","9.9"
"2013","38167","8.1"
"2014","38167","6"
"2015","38167","5.3"
"2008","38169","5.8"
"2009","38169","10.6"
"2010","38169","11.4"
"2011","38169","10.4"
"2012","38169","9.3"
"2013","38169","7.8"
"2008","36043","5.2"
"2014","38169","6"
"2009","36043","8.5"
"2015","38169","5.4"
"2010","36043","8.4"
"2008","38171","7.7"
"2011","36043","8"
"2009","38171","12.4"
"2012","36043","7.8"
"2010","38171","12"
"2013","36043","7.5"
"2011","38171","10.8"
"2014","36043","7.2"
"2012","38171","9.6"
"2013","38171","8.3"
"2015","36043","6.7"
"2014","38171","6.1"
"2008","36045","3.9"
"2015","38171","5.5"
"2008","39173","7.8"
"2009","39173","11.9"
"2009","36045","7.9"
"2010","39173","14.7"
"2010","36045","9.4"
"2011","39173","15.6"
"2012","39173","14.7"
"2013","39173","12.3"
"2011","36045","7.8"
"2014","39173","9"
"2015","39173","7.9"
"2008","39175","5.1"
"2012","36045","7.1"
"2009","39175","9.3"
"2010","39175","9.8"
"2013","36045","6.8"
"2011","39175","9.4"
"2014","36045","6.4"
"2012","39175","8.7"
"2015","36045","7"
"2013","39175","7.4"
"2008","36047","4.9"
"2014","39175","5.8"
